Unnamed: 0,Datetime,Text,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Sentiment
834,2020-04-07 20:42:01+00:00,What s the hack    USA president has been aggressively promoting the drug as a treatment for  coronavirus  despite there being no conclusive medical evidence to prove its efficacy       COVID    india  COVID  Trump  Trumpdemic  corona ,,,,,0
835,2020-04-07 20:36:19+00:00,When the world is fighting this  pandemic disease We at  bcpbf want to wish all health personnel Good Health  amp, Strong Spirit. Happy #WorldHealthDay https://youtu.be/WyYuxRQWPHE @Samkaul @ICMRDELHI @WHO @timesofindia @MoHFW_INDIA #corona #StaySafeStayHome #SupportNursesAndMidwives,,,,1
836,2020-04-07 20:36:05+00:00,Bhilwara  a small District in Rajasthan  had     Corona positive cases on March    It was feared to become India s Italy  However  with ruthless containment  amp  lockdown  it s recorded only   new positive case in last   days  A MUST READ STORY  ruthless containment to contain coronavirus model centre wants other cities to learn                   ,,,,,1
837,2020-04-07 20:35:44+00:00,                                                corona                                                                                                                                                                              ,,,,,0
838,2020-04-07 20:35:07+00:00, For all health workers arround the world   WorldHealthDay  WorldHealthDay      Corona  StayHome  ,,,,,0
839,2020-04-07 20:34:27+00:00, Whatever the option  you must have understood the public sentiment   Ji performance is best in dealing with both  ChineseVirusCorona  amp  Yogi s work is the best in dealing with corona  amp  its spreader  TablighiJamatVirus   Corona  s   ,,,,,1
840,2020-04-07 20:34:24+00:00,efrain from religious profiling of  Covid    cases   WHO  Corona  COVID  Pandemic,,,,,0
841,2020-04-07 20:33:28+00:00,Great Job    and Good Msg by Great Short Film    Corona ,,,,,1
842,2020-04-07 20:33:28+00:00,                                                f                    viral  WorldHealthDay  WorldHealthDay      supermoon  EXO  PinkMoon  Corona  SalmanKhan  TigerShroff  Japan  AkshayKumar,,,,,0
843,2020-04-07 20:29:43+00:00,So that there s a sample collection team  testing team  reporting team  Something we can do online while sitting at home to speed up this process  Could this be done by  robots  They won t get sick  infected     india  corona,,,,,-1
844,2020-04-07 20:27:11+00:00, corona created a clear divide in Muslim community   Liberal  True   Educated  understand Islam in its true spirit follow Holy Quran teaching in its true essence  Loves India    Jehadi Fake mostly uneducated  do not understand true Islam and holy Quran teaching  hate india You   ,,,,,1
845,2020-04-07 20:24:54+00:00,Kuch din pahle hum sab kahte the na  jo hoga dekha jayega  Lekin Ab jo ho raha hai na bhai  dekha nhi jaa raha   QuarantineDays  corona,,,,,0
846,2020-04-07 20:24:53+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Noida  CoronaStopKaroNa  Corona,,,,,0
847,2020-04-07 20:21:47+00:00, johar kids consider him boring in every sense  pinkmoon      BollywoodCelebs  BollywoodNews  corona  StayHomeStaySafe  BhulaDunga,,,,,-1
848,2020-04-07 20:19:36+00:00, Spread it please  Corona  animals  AnimalRights,,,,,1
849,2020-04-07 20:13:29+00:00, CoronavirusOutbreak  Covid     Corona  CorononavirusPandemic,,,,,0
850,2020-04-07 20:09:44+00:00,                                                                                                                                                                                                                                        salary  lockdowneffect    daylockdown  corona  StayAtHomeSaveLives,,,,,0
851,2020-04-07 20:02:39+00:00, Congrats for the covid    screening in Rajasthan more then    lacs people As i expect India s rest of state Same  Its proud moment to the  government  supermoon      WorldHealthDay      Corona  RahulGandhi,,,,,1
852,2020-04-07 20:02:30+00:00, TabhleegiJamaat  outrage  polar  Corona  Coronavirustruth,,,,,-1
853,2020-04-07 19:58:38+00:00,Duniya ki woh galiyaan jo ab sunsaan hai   Corona ki saheli CHIN se jo pareshan hai  U say ja kar kehdo  ki ab bhi waqt hai  rok le apni saheli ko  Aisa na ho ki ruus ki tarah  tera bhi breakup ho jaye  Boyfriend  USA  favshayer  shairichallenge  COVID,,,,,0
854,2020-04-07 19:57:57+00:00, COVID confirmed cases crosses           mark with more than        deaths  Worldwide  Corona  coronaupdatesindia,,,,,-1
855,2020-04-07 19:54:06+00:00,Victory over Korona in this manner  story fbid                  amp,id=100007418467080&amp,sfnsn=scwspmo #coronaupdatesindia #CoronavirusOutbreakindia #Corona #CoronavirusPandemic #CoronaTigerForce #ArvindKejriwal #School @msisodia #aajtak #ABPnews #NDTV @aajtak @LtGovDelhi @news24tvchannel @ArvindKejriwal @CNBCTV18News,,,1
856,2020-04-07 19:51:00+00:00,o join the webinar please register using the link below     sriaurobindo  integralyoga    Days  auroville  mirraalfassa  aurobindoashram  pondicherry  india  yoga  coronaupdatesindia  coronavirus  corona  auro  france  webinar  workfromhome,,,,,1
857,2020-04-07 19:50:07+00:00,                                                                                                                                 corona                                                                                                                                                                                                                                                                                                Islam                                                                                                                                                                                                       formula,,,,,0
858,2020-04-07 19:46:28+00:00,Singapore   South Korea have won the battle against CoViD    only through scores of testing  US reports max cases cos it has done max tests  Testing can save a lot of costs and even minimise losses suffered by lockdown in India   COVID  Corona  lockdownindia,,,,,-1
859,2020-04-07 19:38:05+00:00,Can the ones booked under D M      Act be sent to police or judicial custody  But are these custodies safe for the police or jail or law enforcement agencies especially if the accused are contacts of Corona   ppl   Corona  ,,,,,-1
860,2020-04-07 19:36:11+00:00,What irony    While we have the cleanest fresh air available    everyone is wearing a mask        StayHomeStaySafe  Corona  IndiaFightsCorona  indiafight  quarantine  lockdowndays  familytime,,,,,0
861,2020-04-07 19:33:13+00:00,Focus on your leadership   Corona cases are most in maharashtra and some joker from this  are concern abt clapping of ppl  Ask this idiot  not to act like fucking joker in this moment of time  Nonsense ,,,,,-1
862,2020-04-07 19:33:13+00:00, salarycut  CoronaVirusUpdate  COVID  Corona  COVID    WorldHealthDay,,,,,0
863,2020-04-07 19:30:14+00:00,Btw  situation in the US is teally bad  One of my friend has been declared positive  She also told me that there is not even a single person in New York who doesn t have a  corona positive patient in his circle  So  the number in New York alone could be higher than announced ,,,,,0
864,2020-04-07 19:29:03+00:00, for coronavirus duty robots that go where humans fear to tread             redirect amp click  Bots use started to fight  COVID      make sure  AI  Bots r an alternate to humans in urgency  amp  not make them replacement to humans  Earth is Bcz Humans exists  Earth w o humans make no sense  amp  for machines only  a big NO  Wish India starts for  Corona ,,,,,-1
865,2020-04-07 19:28:47+00:00,Hydroxychloroquine  HCQ    if you can save lives  please do without being threatened   Hydroxychloroquine  India  corona,,,,,1
866,2020-04-07 19:26:07+00:00,                                                                                   Grandmaster Shifuji Shaurya Bhardwaj  CommandosMentor  ShifujiShauryaBhardwaj                      Shifuji  MasterShifuji  MittiSystem  MittiMartialArts  ShifujisMissionPrahar  sass   lockdowneffect  Corona  covid    MissionPrahar,,,,,0
867,2020-04-07 19:25:16+00:00, Qo                                                                                   Grandmaster Shifuji Shaurya Bhardwaj  CommandosMentor  ShifujiShauryaBhardwaj                      Shifuji  MasterShifuji  MittiSystem  MittiMartialArts  ShifujisMissionPrahar  sass   lockdowneffect  Corona  covid    MissionPrahar,,,,,0
868,2020-04-07 19:23:56+00:00,Gud job  A agee  Wid  U   fightagainstcorona     WorldHealthDay  TuesdayMotivation  CoronaVirusUpdate  COVID  Corona      days  LockdownQuery  COVID      CoronaAlert  cleaning  Wuhan,,,,,0
869,2020-04-07 19:22:35+00:00,                                      Corona                                      Youtube                                                                                                              ,,,,,0
870,2020-04-07 19:21:16+00:00,                                                                                                                                                          Corona ,,,,,0
871,2020-04-07 19:20:15+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 lockdowneffect  Corona  COVID,,,,,0
872,2020-04-07 19:18:46+00:00,What a great initiative by    Hats off  lockdowneffect  Corona  COVID  COVID  ,,,,,1
873,2020-04-07 19:16:54+00:00,                                                                                                                                                                                                                                                               Trumpdemic  modi  media  lockdowneffect  supermoon  Corona                                COVID      ,,,,,0
874,2020-04-07 19:16:31+00:00, Corona a multi billion dollar global pharma opportunity  All working hard to crack it  Won t let go of it jlt  Trump is smart   Hydroxychloroquine only stop gap  Someone to hit a jackpot  and soon   US likely  China  may be  ,,,,,1
875,2020-04-07 19:15:44+00:00,  funnymemes  funny  quote  coronamemes  corona  coronavirus  covide    quotes  love  quote  quoteoftheday  motivation  lovequotes  life  motivationalquotes  like  instagram  quotestoliveby  inspiration     sOdySpCWB  igshid  a  qsb c ktp,,,,,1
876,2020-04-07 19:15:43+00:00,Claps   clangs can t protect health workers  They need to be protected by protective gear which is not being given to them    You know the answer but you re keeping quite and shouting others down  even the ones suffering    Is it the way to fight   Corona  ,,,,,-1
877,2020-04-07 19:09:47+00:00,It is none of them for all nations The creator knocks on the doors of all nations and all he wants is for you to worship him in spirit and truth Refer  Bible  bibleverse  BibleStudy John         Cronicles       coronavirus  Covid     covidthaugts  Corona ,,,,,1
878,2020-04-07 19:08:54+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                   Quarantine                                                                                                                                                   corona                                  akankshamishra,,,,,0
879,2020-04-07 19:08:16+00:00,President trump knows that he will not come back to power again     Just see his frustration that instead of treating his country for corona he is giving threats to India         corona,,,,,-1
880,2020-04-07 19:08:01+00:00,                                                                                                                                                                                                                                                                                                                                                                                  Corona  ThoughtForTheDay,,,,,0
881,2020-04-07 19:07:01+00:00, Corona                                                                                                                                                                                                                                      ,,,,,0
882,2020-04-07 19:02:21+00:00,KHABAR FAST BREAKING                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       RakhiSawant  coronaupdatesindia  Corona ,,,,,0
883,2020-04-07 19:01:07+00:00,History is dark  Present is more dark    Tomorrow is beautiful    Do good Karma  CoronavirusOutbreak  COVID  Corona  Coronaindia  lockdown  IndiaFightsCorona  India,,,,,1
884,2020-04-07 18:59:32+00:00, This is how your friends should volunteer to put gas in your car  silkyfunny  corona  quarantine   sMbnZDFBH  igshid   x irjenoeqv,,,,,0
885,2020-04-07 18:59:24+00:00,                                                                                                         Corona                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,,,,,0
886,2020-04-07 18:59:22+00:00,One thing stuck in my mind was that how the Heck when Whole World is under Crisis then only Chinese companies are launching n teasing their Devices non stop  How n Why  Ans    Corona  Covid     QuarantineActivities     ,,,,,-1
887,2020-04-07 18:58:34+00:00,Yeah    that s true  Rajasthan  BhilwaraModel  Kota  ashokgehlotprideofrajasthan  Congress   ModiGovtFailsIndia  COVID    Corona ,,,,,1
888,2020-04-07 18:56:52+00:00, Corona  Covid    see the numbers in   months Jan  gt,Feb&gt,March,,,0
889,2020-04-07 18:55:16+00:00,equest done by    amp, Accepted by @INCIndia @srinivasiyc @bhaiya_pawar. It's Hand To Hand for help. Truly fighter of #Corona.,,,,0
890,2020-04-07 18:51:12+00:00, model but he is not in your list  You included  which is a failed CM to stop  Corona ,,,,,-1
891,2020-04-07 18:50:56+00:00,Let s  BhilwaraModel of  to fight  COVID need to be applied to all districts of India where  Corona positive cases reported   ExtendTheLockdown  April  Suspense  StayHome  lockdowneffect,,,,,1
892,2020-04-07 18:41:57+00:00,Watch  Braving the glaciated terrain   piercing winds  our  CoronaWarriors from the Indian Army  continue to strengthen India s fight against  Corona  StayAwareStaySafe  CoronaVirusUpdates  COVID    India  TuesdayMotivation  StayHome,,,,,1
893,2020-04-07 18:40:13+00:00, v RoBoiPN yNw  corona  covid  ,,,,,0
894,2020-04-07 18:38:03+00:00, ModiSarkar                                                                                                                                                                                                                                                  Corona                                                                                                                                                                                                                                                                                ,,,,,0
895,2020-04-07 18:36:15+00:00, ModiSarkar                                                                                                                                                                                                                                                  Corona                                                                                                                                                                                                                                                                                ,,,,,0
896,2020-04-07 18:35:21+00:00,Coronavirus                                                                                                                                                                        coronaupdatesindia  Corona  NOIDA  CoronaVirusUpdate  CoronavirusOutbreakindia,,,,,0
897,2020-04-07 18:34:02+00:00, great going  WorldHealthDay  StayHome  Corona ,,,,,1
898,2020-04-07 18:33:34+00:00, Uparwala tujhe kabhi maf nahi karega   DelhiViolence me marne wala har ak ke maa ki badua lagegi   corona ki maut marega tu  Mere desh ko barbad kar diya   MediaVirus  Sudheer Tihaadi Go To Hell,,,,,-1
899,2020-04-07 18:32:40+00:00,   April         Covid     COVID    CoronaVirusUpdate  COVID  Corona ,,,,,0
900,2020-04-07 18:32:30+00:00,a yahudi reading Qura an for his protection from  corona  via ,,,,,0
901,2020-04-07 18:25:26+00:00,Uparwala sab ki sudh leta hai tera bhi lega     Tu  corona ki maut marega  Mere desh ko barbad kar diya   MediaVirus  ,,,,,0
902,2020-04-07 18:24:41+00:00,                                                                                                                                                                                                                                                                                  TV                                                                                                      Fights  corona  virus,,,,,0
903,2020-04-07 18:22:39+00:00,  We run a current account with you in the name of Greenleap Inspirations from past   yrs in Delhi Mayur Vihar  Due COVID crisis  we have big liquidity issue  Can we get an interest free loan of   lacs   Corona  lockdowneffect   MSME,,,,,0
904,2020-04-07 18:22:09+00:00,Worth Saying       Crore is huge amount of money    k Crore for beautification of Delhi Street is not worth this time   Corona  COVID    CoronaOutbreakinIndia,,,,,1
905,2020-04-07 18:19:58+00:00,                                                                                         What a game is going on in the name of fighting  Corona ,,,,,-1
906,2020-04-07 18:19:46+00:00,Dear sir  your work is really appreciable  Now it is requested that as far as possible sample of  corona suspected may taken at their place to check the movement of suspected and reduce the fomites or secondary transmission ,,,,,0
907,2020-04-07 18:19:45+00:00,Quarantine  isolation for dog lovers be like     Corona  Delhi  Snoopy  Peanuts  CharlieBrown  Quarantine  DogsofDilli  Dog  Dogs  picoftheday,,,,,1
908,2020-04-07 18:18:51+00:00,PE shortage forces govt   s hand  allows purchase from private sellers  Corona   COVID    ,,,,,-1
909,2020-04-07 18:16:51+00:00,More are killed because of pulmonary disease especially kids and adults  a direct effect of pollution  but who cares as long as it s not going to kill immediately and that s too privileged  Has the  corona been affecting only poor or Asia and Africa only noone would have cared,,,,,-1
910,2020-04-07 18:16:41+00:00,Me   u know what corona wouldn t infect my ex   Friend   but why   Me   corona doesn t infect    Corona,,,,,-1
911,2020-04-07 18:15:10+00:00,                                                                                                                                                                                   corona                                                                                                                                                                                                                                                                                                                                                                              ,,,,,0
912,2020-04-07 18:13:26+00:00,Meanwhile situation in Bangladesh  v zeZyRVk  D   Corona  CoronaEpidemic,,,,,0
913,2020-04-07 18:11:30+00:00,Is  WHO contributer to  Corona  pandemic by not restricting  China from spreading  COVID    lockdowneffect  CoronavirusOutbreakindia  CoronavirusUSA,,,,,-1
914,2020-04-07 18:09:25+00:00, Corona bahan   d ye hai kaun si bimari     sala bimari me santvana milti thi   ab jail me dal rahe hain,,,,,0
915,2020-04-07 18:06:43+00:00,GOT dkhna shuru kiya   Corona  Lockdown ,,,,,0
916,2020-04-07 18:04:57+00:00,Have decided to arrange a day s meal for atleast one person while going for grocery buying  Corona  CoronaWarriors  CoronaWarriorsIndia  CoronaWarrior Have you done that during  LockdownForLove,,,,,0
917,2020-04-07 18:02:12+00:00,                                     Corona                                      Youtube                                                                                                                   coronaupdatesindia  Corona  CoronaStopKaroNa  CoronavirusOutbreakindia,,,,,0
918,2020-04-07 18:01:56+00:00,                                                                                 Chu  yo                                       corona  TablighiJamatVirus  TablighiJammat  COVID    Muslims,,,,,0
919,2020-04-07 18:01:00+00:00,                                                                                                                          AIIMS                                      AIIMS   CoronaUpdate  Corona  COVID,,,,,0
920,2020-04-07 18:00:27+00:00, WorldHealthDay Salute to all Our Health Warrior  those Fighting with  Corona in Such a Tough time  WorldHealthDay       ,,,,,0
921,2020-04-07 18:00:26+00:00,                                                                                                                                                                                                                                                                                                    corona  sudhirchaudhary  KumarVishwas  ArnabGoswami,,,,,0
922,2020-04-07 18:00:19+00:00,                                                  Corona  CoronavirusPandemic  CoronaPandemic                   i felt the same    what about you   ,,,,,0
923,2020-04-07 17:59:47+00:00,                                                                                                                                                                     COVID  Corona  CoronaDeath,,,,,0
924,2020-04-07 17:59:03+00:00,                                                                                                                                                                                             BHOPALNEWS  CoronaUpdate  COVID  Corona  CoronaLockdown,,,,,0
925,2020-04-07 17:58:53+00:00,aking care of each other in society with social distancing will be the game changer  Pledged to support the needy if lockdown extended for another    days  We can manage in emergency but we don   t know how to if  Corona in the family   ExtendedLockDown  CoronaNoMore ,,,,,0
926,2020-04-07 17:58:52+00:00,Dibang Sir  you can see  France death ratio is around     and  netherland death ratio is above     this is very shocking and everybody has to very careful  Please  StayHome support your government  If you have symptom then please contact to your nearest health centre   Corona,,,,,0
927,2020-04-07 17:57:46+00:00,   meanwhile  as I enjoyed white rum with  Limca tonight  the wind was at its breezing best    nature  lockdowneffect  lockdown  Corona ,,,,,1
928,2020-04-07 17:57:11+00:00,                                                                                                                                                                                     Coronafightsindia  CoronaUpdate  Corona,,,,,0
929,2020-04-07 17:56:14+00:00,                                                                                                                                                                        IndiaFightsCorona  Corona  COVID  Covid   ,,,,,0
930,2020-04-07 17:56:12+00:00,Happy  WorldHealthDay As a Doctor very proud of myself serving underprivileged all over   Thank you all my friends well wishers  supporters   Stay safe  COVID    CORONA  Covid   india  WorldHealthDay      AnandAlochanalu   DrAnandKumar  BmNgo ,,,,,1
931,2020-04-07 17:56:09+00:00,                                                                                                                                                                                                                                                                           Corona                                                                                                                                                                                                                IndiaTrustsPmModi,,,,,0
932,2020-04-07 17:55:32+00:00,                                                                                                                                                                Corona  Covid     CoronaUpdate  Corona,,,,,0
933,2020-04-07 17:54:44+00:00,                                                                                                                                                                                                                     coronaupdatesindia  COVID  Covid     Corona  NoidaDM,,,,,0
934,2020-04-07 17:54:13+00:00,                                                                                                                                                                                                                            Haryana  Corona  TabligiJamaat,,,,,0
935,2020-04-07 17:54:08+00:00,Chatua nikala abb chatne   sabse pahle chatua apna test karayega    kyoki yeh sabse bada virus hai media ka  Corona  COVID,,,,,0
936,2020-04-07 17:51:50+00:00,                                                                                                           DM  corona  COVID  Covid     Covid  Out  CoronaUpdate,,,,,0
937,2020-04-07 17:50:28+00:00,                                                                                                                                    CoronaUpdate  COVID  Corona  StayHome,,,,,0
938,2020-04-07 17:50:25+00:00,Bharat is going to be                                           again in modi raaj     All the developed countries keenled down to  corona virus  amp, india is what World is looking for help All coz of #SabkaBaapModi #IndiaTrustsPmModi #à¤®à¥à¤¦à¥_à¤¤à¥à¤®à¥à¤¹à¤¾à¤°à¤¾_à¤¬à¤¾à¤ª_à¤¹à¥,,,,0
939,2020-04-07 17:48:43+00:00,On the occasion of  WorldHealthDay which is celebrated on  th April every year  let us applaud the brave and courageous contributions of the  Healthcare Fraternity  amp   Corona Warriors during the COVID    crisis  A big cheers to all the doctors  nurses and   ,,,,,1
940,2020-04-07 17:45:55+00:00,Sonia Gandhi ji is talking about putting ban on giving ads to media by the govt   PSUs  for saving the money to meet the  Corona crisis  Do you have anything to say on this ,,,,,-1
941,2020-04-07 17:44:40+00:00,                                                                                                                                                                                                                                                                                                                                                                  Corona  Covid   ,,,,,0
942,2020-04-07 17:44:32+00:00, India manufactures    per cent of the  world   s supply of  Hydroxychloroquine  according to  IndianPharmaceuticalAlliance  IPA  secretary general  It can be the  gamerchanger for india and the world   Covid  Out  lifebringer  Corona ,,,,,0
943,2020-04-07 17:43:22+00:00,I ve no idea what s going on   This is year      And it s behaving like   Test match  It s like    corona  Is bowling to    whole world  at  perthcricketground    Corona  WHO  lifestyle  COVID    COVID  Pandemic,,,,,1
944,2020-04-07 17:42:04+00:00, NewYork City   s  Deathtoll from the  coronavirus eclipsed the number of those killed at the  worldtradecenter on       At least       people have died in New York from  COVID     according to the count released by the city   America  Corona,,,,,-1
945,2020-04-07 17:39:24+00:00,  is there a way to send people back home while they r out for evening joggs and walks and cycling without masks  coronavirus  india  corona,,,,,0
946,2020-04-07 17:35:39+00:00,In  Maharashtra the number of  Corona infected is      Today     new patients enrolled   Mumbai      Pune     Ahmednagar    Buldhana    Thane    Nagpur    Satara    Aurangabad    Ratnagiri    Sangli       Corona Infected Patients Released After Treatment Health Min ,,,,,-1
947,2020-04-07 17:33:33+00:00, Narendermodi Ji has shown the World how to lead the Country in the times of crisis  No parallel to him  he is a true World Leader  The Country is proud  amp  privileged to have him as PM  Narendermodiourhero                                                          India  IndiaGovt  COVID  COVID    Corona,,,,,1
948,2020-04-07 17:33:19+00:00,Dear  made a money transfer and received a movie voucher code      Corona  StayHome ,,,,,1
949,2020-04-07 17:32:59+00:00,Agar lockdown extend nahi hua toh  rd stage ka darr hai  lockdown  lockdowneffect  corona  quarantine what do u think  ,,,,,1
950,2020-04-07 17:32:43+00:00,Shame  TerroristSaad  Corona ,,,,,-1
951,2020-04-07 17:31:07+00:00,Coming week is very crucial in  India fight against  corona  CoronaUpdate  Coronaindia  coronaupdatesindia,,,,,-1
952,2020-04-07 17:29:21+00:00,myself waiting for treatment suspecting  Corona no help at Janakpuri Sp  Spl  Hosp    DDU Hosp   amp, Jaipur Golden Hosp.,,,,0
953,2020-04-07 17:29:15+00:00,                                                                                                                                                                                                                                                                                                                                                                           Corona,,,,,0
954,2020-04-07 17:29:01+00:00,BC is no more Before Christ  it is Before Corona   corona  lockdowneffect  COVID  SarcasticExistence,,,,,-1
955,2020-04-07 17:28:09+00:00,Good suggestions for judicial lifting of  Lockdown   in phases    can consider this to implement nationwide with few changes for different locations    COVID    Corona ,,,,,1
956,2020-04-07 17:27:05+00:00,Are duniya khatam hori hain meri aakhiri khuwaish koi tum sab milkar puri kar do Mere follower bdha do  COVID  Corona  ,,,,,0
957,2020-04-07 17:23:17+00:00,Mid Night thoughts be like     covid    corona  memes  bollywoodmemes  emraan  lockdown  frustation  CKMKB,,,,,1
958,2020-04-07 17:23:02+00:00,hanks  for the feature   CoronaKoHaiHarana   Shibani Kashyap ft  Rishabh Panchal   RishabhPanchal  RaghavDube    ShibaniKashyap  QueenOfPop  CoronaSong  Collab  Collaboration  CoronaVirus  Covid    Music  Musicians  Singer  Bollywood  Corona  WFH,,,,,0
959,2020-04-07 17:22:04+00:00,      mn Cases      k world wide deaths      LIVE Tracker   Total deaths   Italy           Spain           USA           France          UK          China           Iran           Germany         India       COVID      coronavirus  corona  CoronaVirusUpdate,,,,,-1
960,2020-04-07 17:22:03+00:00,No  he s just tired of  Corona  ,,,,,-1
961,2020-04-07 17:21:43+00:00,No    broke my heart    Am writing a piece on revenge buying     This catagory will be the largest seller next year  Zindagi na milegi dobara  Before I put the fastest growing list  Any guesses for the top      Corona  tuesdayvibes,,,,,-1
962,2020-04-07 17:21:36+00:00,                                                                                                                                                                                                                                                                                                                                                                               NYT                                                                                                        Corona                                                                                                                                                    v USbqukZZY I amp feature youtu be,,,,,0
963,2020-04-07 17:20:46+00:00,In current situation it seems  jamati are equally  dangerous as  Corona   Beware of COVID    and of course Jamati too  Corona kill people and Jamati kill  humanity by spreading this Virus   CoronaJihadi                                       ,,,,,-1
964,2020-04-07 17:18:40+00:00, Corona  MediaVirus  DalalMediaVirus  Hatespeech,,,,,0
965,2020-04-07 17:17:38+00:00, IndiaTrustsPmModi  COVID                                                            lockdowneffect  Coronafighters  Corona                                    ,,,,,0
966,2020-04-07 17:17:11+00:00,Yeh Jamati surrender kyon nahin kar rahe   r they fooling around    fools   or part of a sinister plan   Meanwhile where is the head of fools    Corona  coronaupdatesindia  IndiaFightsCoronavirus  IndiaLockdown,,,,,-1
967,2020-04-07 17:15:28+00:00,What a sad news to end the day with    breaking An year old baby who tested positive of  Corona infection in Gujarat   s Jamnagar died    coronaupdatesindia  Coronaindia  coronavirusindia  CoronaWarriors,,,,,-1
968,2020-04-07 17:14:44+00:00, China  Covid    TRADE      COVID   OPPORTUNITY      Corona  UK,,,,,1
969,2020-04-07 17:13:38+00:00,                                                                                                                                quarantine                                                   CoronaVirus  Corona  COVID    COVID  CoronaPandemie  webvarta  webvartanewsagency,,,,,0
970,2020-04-07 17:11:47+00:00,Just In       corona suspects in a slum in sector    Noida are being quarantined by health officials and Noida Police  They said to have come in contact with a  CoronaVirus patient from  Jharkhand   BreakingNews,,,,,-1
971,2020-04-07 17:08:00+00:00,MPs to forfeit Rs      out of Constituency Allowance Office Allowance from April       cut in CA of Rs      will come to        MPs to get Rs      for stationery  No cut in Rs      for PAs  chairman   amp, Speaker @ombirlakota accepted recco of Joint Committee #Corona,,,,-1
972,2020-04-07 17:07:21+00:00,Meetnig btween AAP CM   DELHI BJP   MP S                                                                                                                                                               CORONA                                                                                                                                    ,,,,,0
973,2020-04-07 17:06:50+00:00,Listen to the most recent episode of my  podcast  News From India and Updates on  CoronaVirus  COVID  IndiaFightsCorona  IndiaFightsCoronavirus  COVID    Corona                                                          IndiaTrustsPmModi  podcasts  podcasting,,,,,0
974,2020-04-07 17:04:30+00:00,Listen to the most recent episode of my podcast  News From India and Updates on  CoronaVirus  COVID  IndiaFightsCorona  IndiaFightsCoronavirus  COVID    Corona  dhissa episodes News From India and Updates on CoronaVirus ecggch,,,,,0
975,2020-04-07 17:03:43+00:00, Corona                                                                             PPEshortage                                                                                                                                              CoronaVillains                               PPE                                                                                    Coronaindia  coronaupdatesindia  Corona  CoronaVirusUpdate,,,,,0
976,2020-04-07 17:03:34+00:00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        coronaupdatesindia  CoronaUpdate  Corona  Covid     GharParRahen,,,,,0
977,2020-04-07 17:03:12+00:00, ProblemWithoutPassport  Corona,,,,,0
978,2020-04-07 17:02:04+00:00,Govt should not help rogue Pak at this time at any cost how India is helping others with  hydroxychloriquine   This rogue country during  Corona epidemic also targeting our soldiers According to situation there may this virus remove Pakistan fr the MAP   ,,,,,1
979,2020-04-07 17:01:31+00:00,A very informative edition of  TheBigPicture on  Global Health and India s Role   with an excellent panel      COVID  outbreak  Coronaindia  vaccine  lockdowneffect  StayHome  Corona  COVID,,,,,1
980,2020-04-07 16:58:57+00:00, Corona                                                                                                                                                                                                           lockdown                                                                                                                                                       CoronaKoDhona  CoronaUpdatesInIndia,,,,,0
981,2020-04-07 16:58:55+00:00,Govt should not help rogue Pak at this time at any cost how India is helping others with  hydroxychloriquine   This rogue country during  Corona epidemic also targeting our soldiers According to situation there may this virus remove Pakistan fr the MAP   has same wish ,,,,,1
982,2020-04-07 16:57:17+00:00,                                                                                                                                                                                                                                                                                                                                                                                                      Coronaindia  Corona  Narendermodi  aapi      ShutUp,,,,,0
983,2020-04-07 16:52:54+00:00,                                                                                                                                                                              via   corona  lockdown,,,,,0
984,2020-04-07 16:52:19+00:00,oses are red   Oceans are blue This is me in Isolation How about you        coronaquotes  corona  coronamemes  covid    coronavirus  covid    covid  quotes  virus        quarantine  quarantinelife  coronavirusquotes  coronavirusmemes  quotes  memes,,,,,0
985,2020-04-07 16:51:27+00:00,Malayalam Superstar  lauds  Kerala CM  for his leadership during  Corona times  Says his leadership will go down in the annals of our history  Mohanlal contributed Rs     lacs to CMs Relief Fund   KeralaFightsCorona  CoronavirusOutbreak,,,,,1
986,2020-04-07 16:48:53+00:00,Kyu    Corona SE LADAI MAIN HELP KARENGE KYA,,,,,1
987,2020-04-07 16:47:39+00:00,U great bro Because that time no one person be ready for blood donate because of  corona but u r really great who not thought only for u  u also thought for other in big situations  So i want to salute u   humanifact,,,,,1
988,2020-04-07 16:46:28+00:00,Solidarity Series Vodcast No   April         Topic  How can Public Health System of India be strengthened  Speaker  Dr  T  Sundararaman  To watch rest of the vodcasts visit   solidarity series   solodarityseries  corona  lockdown  session,,,,,1
989,2020-04-07 16:45:52+00:00,Sr  resident dctors who are on the frontline against pandemic hav not been paid salary since past   mnths   PUNE  They are suffering  I request you to look into it  urgently       corona  ,,,,,-1
990,2020-04-07 16:45:27+00:00, Agerelaxation EWS will boost the fight against  Corona As it will  Quarantine  amp  give hope to depressed EWS youths  amp  their families  This is for equality  against injustice  for classless society   ModiHaiTohMumkinHai    ,,,,,-1
