Unnamed: 0,Datetime,Text,Sentiment
560,2020-04-06 09:00:00+00:00, Corona  Chronicles   Lockdown  India looks ahead  Read more here      coronavirus  CoronavirusOutbreak  CoronavirusPandemic  CoronavirusinIndia  lockdownindia  lockdown  ,0
561,2020-04-06 08:53:00+00:00,LIVE BLOG  Delta s  new standard of clean   via   coronavirus  coronavirusupdates  covid    corona  coronaviruspandemic  delta,1
562,2020-04-06 08:34:07+00:00,idiculous  Corona  UK,0
563,2020-04-06 08:32:29+00:00, AAP Governance  Delhi  India  Corona ,0
564,2020-04-06 08:20:48+00:00,you imagine if googles fiber   wifi radiation is causing all this  corona fus  ,0
565,2020-04-06 08:13:47+00:00,LIVE BLOG  Virus hit Carnival cruise ship docks in Australia  via   coronavirus  coronavirusupdates  covid    corona  coronaviruspandemic  RubyPrincess,0
566,2020-04-06 08:12:27+00:00,Wah  BJP wah  India  Maharashtra  Corona ,0
567,2020-04-06 08:03:30+00:00, AAP Governance  Delhi  India  Corona ,0
568,2020-04-06 08:00:31+00:00,Difference in attitude of  BJP  amp   during crisis  India  Corona  Delhi,-1
569,2020-04-06 07:36:27+00:00,Chill Vibes and Shootin Some Guys   counterstrike  csgo  smallcommunity  smallgamer  smallstreamer  supportsmallstreamers  supportsmallcommunities  supportstreamers  covid  covid    corona  rona  stayindoors  nyc  weded  garbage,-1
570,2020-04-06 06:14:03+00:00, coronavirus  covid  corona  virus  rus  coronav  quarantine  distancementsocial  distancement  isolement  stayhome  socialdistancing  restecheztoi  memes  china  staysafe  pandemic     oQNyiJA ct KSwSZeg I o dFg f zsjC OQ   igshid   zz kgrejtpx,0
571,2020-04-06 05:58:10+00:00,Save US from Corona  Corona  StayAtHome  USACOVID  ,1
572,2020-04-06 05:55:31+00:00,Dated         this didn   t age well did it   nyc  newyork  newyorkcity  newyorkshitty  cuomo  billdeblasio  blasio  trump  maga  kag  sanctuarycity  sanctuarycities  corona  coronavirus  covid  covid    oOGGcJU V  igshid   fh xuyt s  ,0
573,2020-04-06 05:49:31+00:00,   April      am   Live data flash news on Covid    Corona infections across the world   corona  covid    covid  stayhome,-1
574,2020-04-06 05:29:13+00:00,LIVE BLOG  Domestic airline networks to lead post COVID    APAC rebound  via   AvGeeks  coronavirus  coronavirusupdates  covid    corona  coronaviruspandemic  coronacrisis,0
575,2020-04-06 05:17:52+00:00,Shut ALL the way The Fuck Up    donaltrump Quarantine Wine  corona  coronavirus  pandemic  coronachronicles  america  usa  novelcoronavirus  vonshorter  oJkaFp Vt  igshid v pomqtm e  ,-1
576,2020-04-06 05:07:50+00:00,Check out  for Live data flash news on Covid    Corona infections across the world  corona  covid    covid  stayhome,-1
577,2020-04-06 04:56:17+00:00, bored  corona  drunk  quarantine  sexy  family  oHIyKhy L  igshid  ihf lkbntyl,-1
578,2020-04-06 04:32:41+00:00,  pcs Face Mouth Cover Disposable Guard tool Surgical  masque anti pollution   Layers for protection  coronavirus  covid    corona ,-1
579,2020-04-06 04:31:44+00:00,Just saw this on Amazon    pcs Face Mouth Cover Disposable Guard tool Surgical masque anti pollution   Layers for protection by LKQBBSZ for        via   covid    coronavirus  corona,-1
580,2020-04-06 04:22:34+00:00,HS ZGC    Piece Surgical Standard Mask  Disposable Blue Non Woven Mask  Dust Proof Safety Breathable Mask  Respirator with Earmuffs  mask      coronavirus  corona  covid    CoronavirusUSA  ZGC Disposable Dust Proof Breathable Respirator dp B   M JJVB ref as li ss tl crid ZKM  E NTPD amp dchild   amp keywords n   mask amp qid            amp sprefix n   aps     amp sr     amp linkCode ll  amp tag forelles c    amp linkId c   c b bb  a   f  d a df   c  b amp language en US,1
581,2020-04-06 04:20:49+00:00,     Pcs  FaceCover  Disposable   Layers Activated Carbon Anti Fog Anti dust  Grey   pcs  mask      coronavirus  corona  covid    CoronavirusUSA,-1
582,2020-04-06 04:18:40+00:00,Check out this Amazon deal  Disposable Face  masks Dental Industrial  Ply Surgica  Respirator  mask  covid    coronavirus  corona    pcs  by Mahoner  via ,0
583,2020-04-06 04:17:07+00:00, Mask  N    coronavirus  covid    corona Seekay   Pcs PM    Activated Carbon Filter   Layer Replacement Protective Filter for Mask by SMONCO for         via ,0
584,2020-04-06 04:16:28+00:00,Check out this Amazon deal  Disposable  Face  Mask s Dental Industrial  Ply Surgica  Respirator  masks    pcs   Mask  N    coronavirus  covid    corona  via ,0
585,2020-04-06 04:14:42+00:00,Seekay   pcs PM    Activated Carbon Filter Replaceable Anti Haze Filter Paper for  Mask  Mask  N    coronavirus  covid    corona  via ,-1
586,2020-04-06 04:12:25+00:00,Seekay   Pcs PM    Activated Carbon Filter   Layer Replacement Protective Filter for  Mask  N    coronavirus  covid    corona  via ,0
587,2020-04-06 03:49:08+00:00,Do you want to learn how to make over      daily  I m revealing this to the first    people  you will do everything yourself  I ll just put you through  Retweet this tweet and DM me for info  cryptocurrencies  CryptoTab  blockchain  coinbase  corona,1
588,2020-04-06 03:46:30+00:00,Naked Cowboy wears a mask as recommended by the CDC in Time Square NYC April              corona  covid    trump  nakedcowboy  america  timesquare  politicaltheatre  n VKknqRk  igshid   o tw uqk z,1
589,2020-04-06 03:41:43+00:00,I like the way this mask hides my excess skin that snuck into my neck   corona  masks  chins  gottalaugh  scarytimes  weareinthistogether  weshallovercome  thistooshallpass   New York  n x bJHiS  igshid  nsxrfcq bl ,1
590,2020-04-06 03:33:09+00:00,It    minutes that can save you and your loved ones life and he also has a great sense of humor  not a boring bunch of statistics  Once I knew what I was dealing with I was no longer scared  I m science minded  can t recommend watching the video enough   FactsNotFear  PPE  Corona ,1
591,2020-04-06 03:24:11+00:00,MALOKO    Por Mi Korona    now on itunes stream everywhere now  PRODUCED ARRANGED COMPOSED   PERFORMED by   dominican  merengue  mambo  bachata  badbunny  washyourhands  mambo  hiphop  santodomingo  corona  coronavir  s    coronavirus  virus  pandemic  socialdistancing,0
592,2020-04-06 03:18:59+00:00,You won t escape Captain America   The bill comes due always      TQR as Secret Avenger in Secret Wars  MCU vs Multiverse  He s Coming          Avengers  Corona  coronavirus,-1
593,2020-04-06 03:17:22+00:00,Willing to do whatever it takes    Diya bhi jala liye  Now  can we unpause our lives     CrazyTimes  IsThisADream  Corona  Quarantine  Diya  GoCoronaGo  n   xD     igshid rt ixo vnler,0
594,2020-04-06 03:15:20+00:00,I just reeeeeaaaaally fucking hope that Trump gets  corona and dies  That will be the best thing he does for this country,1
595,2020-04-06 02:27:34+00:00,ecording the new song feat   on  guitar The basic arrangement is done  The only parts missing are Lead Vocals and Drums  hopefully coming soon   thetroubadours  coronavirus  corona  stayhome  ghsartist   nyc  CoronavirusUSA  Covid     music  sadowskybass,0
596,2020-04-06 02:27:08+00:00, shirt         he heals the brokenhearted  coronavirus  covid  corona  rona  love  stayhome  socialdistancing  streetapologetics  urbanapologetics  vocabmalone  acts  apologetics,1
597,2020-04-06 02:21:08+00:00, trump  ranting as usual  whatanidiot  dumptrump  trumpsupporters suck  trumpsucks  chrissyteigen  chrissytiegen  chrissyteagan  corona  circus  mileycyrus  White House  n WgBlZyf  igshid imdxh kdfkpt,-1
598,2020-04-06 02:19:59+00:00, Corona ,0
599,2020-04-06 02:18:51+00:00,Just saw Akira Kurosawa s  Yojimbo on  TCM this weekend for the first time  Gonna Toshiro Mifune my way like Sanjuro through this  Corona mess   turnerclassicmovies,0
600,2020-04-06 02:18:33+00:00, hey Bill you remember your population control bit here it is  Corona,0
601,2020-04-06 02:09:54+00:00,Golden hour walk with the babies today        sunshine  quarantine  quarantinewalk  corona  coronavurus  covid  covid    socialdistancing  physicaldistancing  familyportrait  Loki  Sweetpea  AmericanBulldog     n ReDHVVm  igshid  f o ftzwfplx,1
602,2020-04-06 01:56:31+00:00, pm everyday  everywhere in NYC I recorded this today from my backyard  Spread Love  It   s The Brooklyn Way  quarantine  covid    socialdistancing  corona  York  New York  nyAcsFebI  igshid s pkbfquhclm,1
603,2020-04-06 01:25:40+00:00,Back to the future with  slikknikk  and keepswimmingd  delorean  deloreantimemachine  timessquare  nycphotographer  corona  virus  viral  musicvideo  art  artists  models  actress  director  directorofphotography     nvNrVjmeL  igshid lt brk gut b,0
604,2020-04-06 01:23:26+00:00,Check out Face Mask    mask  masks  corona  coronavirus  virus  barbados,0
605,2020-04-06 01:21:59+00:00,She said    Here     corona  coronachronicles  donaldtrump  pandemic  novelcoronavirus  mommas  grandmas  blackfamilies  mom  vonshorter  nsin pKtM  igshid   lkdzklu   l,0
606,2020-04-06 01:19:16+00:00, Covid     COVID      COVIDIOTS  COVID  Pandemic  COVID       COVID  US  coronavirus  CoronavirusPandemic  CoronavirusUSA  Corona  CoronavirusOutbreak  Coronavirustruth  coronavirusmemes  CoronaVirusNYC,0
607,2020-04-06 01:14:26+00:00,Want to see more of this epic series   help artists thrive in spite of  Corona  COVID     Support    amp  make donations online during tonight   s show   ApocalypseTwo  QuarantineConcert  ErykahBadu  BaduWorld  ErykahBaduLive  CoronaCantStopUs  NewAmerykah,1
608,2020-04-06 01:08:17+00:00,Very important perspective for our community from Rabbi Simcha Feuerman DHL  lcsw    fault is not in our stars html  Covid  corona  hasidim Must read        ,1
609,2020-04-06 00:43:26+00:00,Bronx Zoo Tiger Is First U S  Animal To Test Positive For Coronavirus   Working Woman Report  zoo tiger is first u s animal to test positive for coronavirus   Tiger  bronx  bronxzoo  coronavirus  animal  corona  COVID   ,1
610,2020-04-06 00:40:00+00:00, Corona  The Collapse of the System  Ernst Wolff   via  If u can translate this is a excellent read,1
611,2020-04-06 00:39:40+00:00,Job Seekers  Who cares where then company is located  We are all virtual now   job jobsearch jobsearchadvice activity                     xxYb  job  jobsearch  corona  Zoom  cantfindajob,1
612,2020-04-06 00:32:47+00:00,Little faces need mask too     lilones  kids  babies  lockdown      corona  petachencollection  family  npKa giZs  igshid   v  gg  yk m,0
613,2020-04-06 00:24:41+00:00,hankful for another local restaurant  La Nueva Colombia  Amazing food  fast  and great delivery personnel  Thank you for your essential service to our community  supportsmallbusiness  OpenForTakeout  Corona  eastelmhurst  jacksonheights  queenspride  SundayMotivation,1
614,2020-04-06 00:07:31+00:00,It   s clear now the world won   t get rolling again pretty quickly         rain  rainyday  rainy  rainyweather  moody  moodygrams  citykillerz  cityscapenyc  coronavirus  corona  virus  isolation  COVID    emptystreets     nmRFiDQxa  igshid  adgkflh n  a,1
615,2020-04-06 00:06:21+00:00, shirt         faith is not canceled  coronavirus  covid  corona  quarantine  stayhome  socialdistancing  streetapologetics  urbanapologetics  vocabmalone  acts  apologetics,1
616,2020-04-05 23:52:33+00:00,Now this is some f     up s      nyc  CoronVirus  CoronaPandemic  coronausa  bronxzoo  covid    Tiger  secretnyc  corona ,0
617,2020-04-05 23:51:58+00:00,COVID    chan pouring one for the homies  Ps  Stay tf inside   covid    covid  chan  personification  persona  gininka  anthromorphism  anime  characterdesign  corona  coronavirus  waifu  art  artistsoninstagram,0
618,2020-04-05 23:44:09+00:00,ake out or Delivery  photo by Shell Sheddy  Corona virus  Delivery  TakeOutFood  Bar  Restaurant  Sheshephoto   ,0
619,2020-04-05 23:33:58+00:00,Street views in the times of  corona  tulips  nyc  ues  puddle  iphonexs  hudson  april        igers  ny pic  nyclockdownday    lockdownfunpics  East Side  nibn AMb   igshid  xj wa  sj  v,0
620,2020-04-05 23:26:39+00:00, TAG A FRIEND  Time to check my social media  lol  TikTok  quarantinelife  quarantine  coronamemes  corona  thebronx  comedy  lmfao   New York  mqZy jCIl  igshid  hvqbby   chd,1
621,2020-04-05 22:53:15+00:00,DIY for B  and Caleb   s old mask for Jonah   facecovered  corona  covid  nyc  ndxU ht  OVVtJ LJEp  FPtpaqtojdOdbqk   igshid   c dedrn fkx,0
622,2020-04-05 22:46:51+00:00,his is getting crazy  It   s only been   weeks  Wait until the   th  senor saucy  barbershop  barberlove  barberlife  coronavairus  corona  newyork  essential        quarantine   Brooklyn  nak  DUPv  igshid  fflpzrl j t ,-1
623,2020-04-05 22:34:42+00:00,  Tell the people that the  Corona benefits are AN ADVANCE OF OUR TAX REFUND  We are Paying OURSELVES,1
624,2020-04-05 22:33:31+00:00,         Sunday            nyclockdown  nyc  newyork  newyorkcity  manhattan  ues  uppereastside  corona  lexingtonavenue  shotoniphone  East Side  nbg fjmGr  igshid  jappaum w gl,0
625,2020-04-05 22:17:13+00:00,Just a  throught  Why can   t the  military or  private  airlines that have planes sitting idle anyway   transport  patients with  corona     virus to  hospitals that have few case of the  virus with  empty  beds and  necessities  equipment   Trump,-1
626,2020-04-05 22:12:46+00:00,Yes Coronavirus exists but the media over rates it  The truth is it   s not an epidemic as we hear around the world and the media  More people have died by the flu then the covid      corona                               nZIu FSDr  igshid     anhg zcem,-1
627,2020-04-05 21:54:51+00:00,Been a slug all day   watched Sunday service instead of attending Palm Sunday   Spent the day sewing protective masks for my family   And NOW   I have curled my hair  put on lipstick and going to put on a brave face for my family  Corona  cocktail  time ,1
628,2020-04-05 21:36:39+00:00,En tiempos de crisis  muchos lloran y otros venden pa  uelos  Marcas oportunistas  Corona  amp    M Y  Netflix con pel  culas  pues ,-1
629,2020-04-05 21:34:53+00:00,hey don   t have anything but trust and belief  they aren   t bitching  Trust in God and your Govt   you can only come out of this  CoronavirusPandemic as a Nation not as individual religion    Trust me  no virgins waiting for any  Corona patients in your  Zannat   MinutesForIndia,1
630,2020-04-05 21:30:46+00:00,Just a  throught  Why can   t the  military or  private  airlines that have planes sitting idle anyway   transport  patients with  corona     virus to  hospitals that have few case of the  virus with  empty  beds and  necessities  equipment  ,-1
631,2020-04-05 21:25:18+00:00,Stay strong NYC   nyc  covid  nystrong  ladyliberty  corona  perseverance  imageoftheday  nTtNZBcRI  igshid no  cim kesr,1
632,2020-04-05 20:56:58+00:00,SOCIAL DISTANCING  Stay prayed up in these tough times  we   re going to get through this     vaccine  socialdistancing  quarantine  prayedup  artist  adobeillustrator  corona  COVID    PalmSunday    ,0
633,2020-04-05 20:51:33+00:00, covid  cov  d    covid     pandemic  pandemic      corona  coronavirus  nurse  RN  ICUnurse,0
634,2020-04-05 20:48:52+00:00, covid  cov  d    covid     pandemic  pandemic      corona  coronavirus  nurse  RN  ICUnurse,0
635,2020-04-05 20:48:45+00:00, covid  cov  d    covid     pandemic  pandemic      corona  coronavirus  nurse  RN  ICUnurse,0
636,2020-04-05 20:48:41+00:00, covid  cov  d    covid     pandemic  pandemic      corona  coronavirus  nurse  RN  ICUnurse,0
637,2020-04-05 20:45:06+00:00,  uan vir  s  n oldu  u       lkede en az    farkl   tanr  dan yard  m istendi  Ama hi   biri geri d  n     sa  lamad    E  er bilim a    y   bulursa herkes kendi tanr  s  na te  ekk  r edecek   Corona  COVID    ,0
638,2020-04-05 20:44:50+00:00,LIVE BLOG  France turns to high speed trains to catch up in virus response  via   sncf  hgv  france  paris  coronavirus  coronavirusupdates  covid    corona  coronaviruspandemic  coronacrisis,0
639,2020-04-05 20:44:46+00:00,his is the PPE I have available  As of Thursday  April  nd  I am now being told to reuse my N    mask and face shield for the entirety of the week   covid  cov  d    covid     pandemic  pandemic      corona  coronavirus  nurse  RN  ICUnurse,0
640,2020-04-05 20:42:02+00:00,I try to keep my videos funny but I think it   s interesting to see what NYC streets are like   how people are living during these times  My parents needed groceries meds so I dropped it off for them today  I can   t wait till this is over so I can hug my mom   NYC  staysafe  corona ,1
641,2020-04-05 20:41:25+00:00,hen this happened  and I thought    yeah  I always wondered what would happen if we ALL were online at the same time   nofilterneeded  dontpanic  corona  nOry jisM  igshid   zwoxoa  pc ,1
642,2020-04-05 20:40:23+00:00,Be safe  and please stay home   covid  cov  d    covid     pandemic  pandemic      corona  coronavirus  nurse  RN  ICUnurse,1
643,2020-04-05 20:39:21+00:00,Still need my doggie  love in these  corona times  nOainDTqF  igshid vhgvu ep o n,1
644,2020-04-05 20:29:35+00:00,LIVE BLOG  Madrid breathes clearer air amid coronavirus lockdown  via   madrid  spain  coronavirus  coronavirusupdates  covid    corona  coronaviruspandemic  coronacrisis,0
645,2020-04-05 20:18:51+00:00,stopandshop is going to be sluttypuffin  naomi   selfisolation  coronavirus  corona  laughteristhebestmedicine  sundayfunday  vibes  lockdown  funnyvideos  funny  stayhome  stayhealthy  staysafe  comedy  nMEhSpNwZ  igshid   ov lfdt  sx,1
646,2020-04-05 20:17:08+00:00,Captured this at my apt courtyard  What do you think is going on   corona  nyc  curiosity  stayhome  alonetogether  besafeoutthere  masks all  flattenthecurve ,0
647,2020-04-05 20:07:30+00:00,PRO skiing During Lockdown  Sick  video via    skiing  skii  laughteristhebestmedicine  lockdown  selfisolation  coronamemes  corona  coronavirus  funny  funnyvideos  instacomedy  nKwTPpOid  igshid r dyy yy swi,1
648,2020-04-05 20:01:02+00:00,Anything to get him to burn some energy  corona  motherGinger  myOzzy,0
649,2020-04-05 19:44:58+00:00,Siz karar verin   Maskelerin koruma   zelli  i Atk       al  e  arp taksan  z daha iyi  maske  koronaturkiye  corona  mask  wearingfacemask,0
650,2020-04-05 19:44:36+00:00, Ricky Rikkardo x DBOY LO    War With Us    Official VIDEO IS Up Now Go Run it Up and drop a Comment Dir By  prod by   Saucey  Gs   Eq  Wp  WorldPremiere   AvailableOnAllPlatforms  Nyc  UkDrill  Corona  tagafriend  ReSHARe,-1
651,2020-04-05 19:28:32+00:00, Hier k  mpfen   rzte und Pfleger um    Leben    Corona Update   kR Chec via ,0
652,2020-04-05 19:28:12+00:00,COVER YOUR COUGH   STAY HOME  ripjasonhargrove  jasonhargrove  busdriver on  frontline nytimes  corona  coronavairus  oprah  ellendegeneres  cnn  politico  detroit    Michigan  nGTURFwfq  igshid  udss mrau wb,0
653,2020-04-05 19:26:41+00:00,Chup se Ghar mein Baitho  Picture Abhi Baki hai  Show solidarity but in seclusion  War is still on   CoronaWarriors  Social Distancing  corona  ,0
654,2020-04-05 19:25:32+00:00,COVER YOUR COUGH  STAY HOME  RIP  jasonhargrove  tragedy  frontlines  corona  coronavid    coronavirus  detroit tigers  detroitdiesel  socialdistancing  coveryourmouth  theellenshow        nF xhlmQu  igshid pbzd  shzmf ,-1
655,2020-04-05 19:21:36+00:00,Just another beautiful day in  hell  prayforny  i ny  i nyc andrewcuomo nygovcuomo chrisccuomo cuomo sexual  newyork  corona  coronavairus  covid  nyc  proud  newyorkcity  newyorker   newyorklife     nFM  F JL  igshid h gl t e nqf,1
656,2020-04-05 19:13:56+00:00,Living w  corona   lesson         brandymason     thomdemicco        tru   sbaby   mattsalz     nEUXDliu   igshid  qg vcusn  x ,0
657,2020-04-05 19:06:19+00:00,Social distancing  corona  covid  grandma  love  giggles  nDHdsh SqEgnkiFVIUukdcYb MnR jJ ElIA   igshid ql vrxycgzog,1
658,2020-04-05 18:57:20+00:00,What a fucking pig  apologies to    She should go volunteer at a hospital treating  Corona patients  with her father lover the POS   ,-1
659,2020-04-05 18:56:41+00:00,Just great  NYCoronavirus   LongIsland Is State s Newest Hot Spot    coronavirus  ChinaVirus  Covid     corona  NY,1
660,2020-04-05 18:54:48+00:00, corona  coronavirus  CoronavirusPandemic  pandemic  Quarantine  QuarantineLife  QuarantineAndChill  covid  Covid     bedstuy  brooklyn  newyorkcity  nyc  newyork,0
661,2020-04-05 18:53:16+00:00, corona  nCTt BIIp  igshid  dv  d wmlrdv,0
662,2020-04-05 18:34:42+00:00,Corona hike Horse Hill Nature Preserve  Wildlife coming back to full presence beavers  osprey  Canada geese this trip   corona  coronahike  nh  newhampshire  livefreeordie  horsehillnaturepreserve   New     nALnvAsWz  igshid  s kc   mv  y,0
663,2020-04-05 18:18:24+00:00,Big Mood  Lol   corona  coronavirus  covid  covid    pandemic  thewolfofwallstreet  bedstuy  bedstuybrooklyn  brooklyn  nyc  newyorkcity  newyork    Stuyvesant  Brooklyn  m DvApDSU  igshid   gwwszv bpaa,1
664,2020-04-05 18:17:21+00:00,I want to play too   Follow me on Tiktok   LifeChangingHunnit  dontrushchallenege  dontrush  tiktok  foryou  boredinthehouse  quarantine  corona ,1
665,2020-04-05 18:16:34+00:00,Facts    China  ChinaLiedPeopleDied  ChineseVirusCorona  Covid     CoronavirusPandemic  coronavirus  corona ,0
666,2020-04-05 18:03:09+00:00,We wanted honor   recognize a  hero in the fight against  Corona  TY Mayor  for taking time to read to the kids of  every day  despite an outbreak in your community     amp  for teaching us to count to    in            Watch the full video   tinyurl com ThankYouMayorOdedRevivi,1
667,2020-04-05 17:45:51+00:00, Free Premium Videos TAPESVIP   xyz  corona  cov  d    covid  love  food  bikini  beautiful  beauty  blonde  sunset  photooftheday  cute  instagood  instafashion  instadaily  foryou  giveaway  foryoupage  tbt     m l SgzsT  igshid  hqlzjw uh rj,1
668,2020-04-05 17:40:56+00:00, corona Fact Update          ,0
669,2020-04-05 17:34:41+00:00,We can   t wait to be back with you all    Stay safe     covid  corona  coronavirus  nyc  newyork  gentlemensclub  stripclub  adult  sexy  NYC  m UC nAQX  igshid  spbz f uhc ,1
670,2020-04-05 17:25:46+00:00,Bu i   bir ge  sin   bu   inlilere trilyon dolarl  k dava a    p donlar  n   bile almak laz  m A  l  ktan birbirini yerler belki D  nyay   madur ettiler   corona  koronaturkiye  covid  ,-1
671,2020-04-05 17:22:05+00:00,Me when this is all over  CoronavirusPandemic  shelteringinplace  pandemic  apocalypsenow  brando  josephconrad  heartofdarkness  corona ,0
672,2020-04-05 17:17:03+00:00,                                                                                                                                                                              Covid                                                                                             corona  mLihRCOUY  utm source ig web copy link,0
673,2020-04-05 17:15:07+00:00, coronavid   Art     Keep Up The Good Fight     Here   s to the real fighters  all the strong women on the frontlines helping KO  corona  We thank you and we love you  We all must continue to do our part too   virus  fight     m Et FhAh  igshid  su vw  ylfc,1
674,2020-04-05 17:10:59+00:00, pandemic  plague  quarantine  corona  stayhome  coronavirus  indoors  manhattan  bronx  newyorkcity  newyork  nyc  ny  reflection  smudge  selfie  hellfie  celestial  coronavir  s  evdekal  m mernY O  igshid  fwkeq bhufi ,-1
675,2020-04-05 16:54:13+00:00, corona Heard FDNY in my building take a sickly suspected male by ambulance  Lil Odessa Brooklyn,-1
676,2020-04-05 16:53:38+00:00,More people have gotten  Corona by going to  Church than to  HappyHour It   s a bitch when a  Bar is safer than a  Benediction  TeamDl,-1
677,2020-04-05 16:50:04+00:00, Corona Ki Dhukad Ghadi ko bhi Utsav bada diya apne PM Modi Sahib ne      IndiaFightsCorona,0
678,2020-04-05 16:20:19+00:00,On this  special  PalmSunday  we wish everyone to  staystrong with much  health    peace    thistooshallpass                                                            blessed  family  corona  coronavirus  covid    stayhome  staysafe  quarantine  familytime  nyc  ny,1
679,2020-04-05 16:01:10+00:00,Quarantine Reminder  Loving eachother when everything is perfect is easy  Loving during hard times is meaningful  Don t forget to say it  show it  feel it  know it   iloveyou  HARDWARE  corona  reminders  love,1
680,2020-04-05 15:59:58+00:00,C devletinin yeni gelir kap  s   belli oldu  Corona yasa     cezalar   ,0
681,2020-04-05 15:59:05+00:00, corona  muYApFxQW  igshid   j m ks  niw,0
682,2020-04-05 15:58:22+00:00,   Nostalgia             corona  producer  lockdown  York  New York  mt XhFON   igshid  qyfz xp f j ,0
683,2020-04-05 15:48:17+00:00,Has anyone asked him about  QUEENS yet  What specifically can be done for the epicenter  where s our drive through site as this point   Corona  Elmhurst  JacksonHeights,0
684,2020-04-05 15:46:46+00:00,in nyc for over    years  i learned to ignore the sirens long ago  now it   s impossible  the sirens NEVER stop anymore   brooklyninthetimeofcorona  corona,-1
685,2020-04-05 15:44:49+00:00,Nobody in the dog run in NYC so I have to run around myself so Tolstoy  nobody in Union Square except an optimistic drumming busker  newlife  shelter  corona  covid  alone  borzoi  nyc  busker  dogrun  mylife     mseL HmwJ  igshid  t rbkp imjn ,0
686,2020-04-05 15:40:56+00:00,look if you owe me any money  i   m gonna need it by Monday  I know today is Sunday and this is short notice  but get my fucking money man   Corona Mood  abcforlife  bransoncognac  lecheminduroi TheKing ,-1
687,2020-04-05 15:40:02+00:00,HIAS is committed to maintaining our services in each of the    countries around the world where we operate while taking every precaution to keep our staff and clients safe and healthy  Learn about our response to the  COVID   pandemic      response  Corona  Refugees,1
688,2020-04-05 15:25:42+00:00, China announced there will be a second wave of  corona virus  Read about Chinese nationals being stopped while carrying virus samples  Meanwhile  CCP says that there are only     cases in all of China  and only about    in the largest city  Beijing  That   s   per million  Right ,-1
689,2020-04-05 15:25:31+00:00,ime to check my social media  lol  TikTok  quarantinelife  quarantine  coronamemes  corona  thebronx  comedy  lmfao   New York  mqZy jCIl  igshid ryl iwjop  q,1
690,2020-04-05 15:16:22+00:00,When my Family calls from DR asking for money loans they can   t afford  Cuando me llaman de RD pidiendo fiao   lol  killyourvibe  funny  lmfao  tiktok  quarantine  stayhome  quarantinememes  coronavirus  corona     mpYZmjpMk  igshid   kkujk d u z,1
691,2020-04-05 15:05:00+00:00,Orange by afternoon light       orange  orangejuice  oranges  afternoonlight  stilllife  mediumformat  hasselblad  groceryshopping  freshfruit  single  solo  art  abstractart  karjaka  sundayfeels  corona  covid  thankscorona  ministudio  delicious,1
692,2020-04-05 14:58:21+00:00,Spring Breakers  springbreakers  prospectpark  brooklyn  spring  coronavirusnyc  corona  coronavirus  covid    gettyimages  covid     koronavir  s    socialdistancing  selfquarantine  asmpny  newyorkcity  newyork  nyc     mna  gued  igshid  xrrt o txu ,0
693,2020-04-05 14:57:17+00:00, Deblasio  Corona  NYCLockdown  coronavirus  Cuomo  NYPD  StopTheMadness  CoronavirusNewYork  Pelosi  ShelterInPlace             Spreadout,0
694,2020-04-05 14:54:23+00:00,New Jersey Health Department Phone Number  jersey health department phone number html m    newjersey  corona Palm Sunday,0
695,2020-04-05 14:43:41+00:00,Empty Streets   New York  jcp  xf    pandemic  covid    corona  joechahwan  nyc  nytimes  nypost  cuomo  trump  uglytruth  wwiii   Square  New York City  mlvt DIxe  igshid  gtj yty tqjk,-1
696,2020-04-05 14:33:30+00:00,Your false narrative is exactly why regular Americans have no use for the media you have the audacity to leave out the one reason for the change in unemployment  Corona Virus when this is over and unemployment drops the fastest and lowest in history how will you change the story,-1
697,2020-04-05 14:32:57+00:00,Hit up  for face protection that will put a smile on your face      weinthistogether  weoutsidesometimes  lockdown      corona  mkTvkpEZO  igshid  b f bbuubo ,1
698,2020-04-05 14:28:53+00:00,hank you cbssundaymorning for acknowledging our hero aleecat     iloverocknroll  iloverockandroll joanjett  corona  codiv    rip  Sunday Morning  mkDPXDhkU  igshid   gjwsrvowtr,1
699,2020-04-05 14:09:57+00:00,Just trying put a smile on your face DM for mask      maskon  facemask  weinthistogether  wegotus  pcp  petachencollection  corona  lockdown      mhljDgXBT  igshid w   w fakewg,1
700,2020-04-05 13:54:42+00:00,o be fair  on March    Macron and wife went to theater to send people of France a message to go about their regular daily lives  Most leaders dropped the ball on  corona ,1
701,2020-04-05 13:54:39+00:00,New York can still be beautiful       corona  covid    america  nyc  centralpark  trump  newyorkcity  mf   H YC  igshid  g jt n  pbnm,1
702,2020-04-05 13:51:52+00:00,  are you stealing money from  PMCARESFund   There is already a  PMReliefFund why should people pay for your fake account   chowkidar  corona ke time me bhi  chor hai ,-1
703,2020-04-05 13:32:48+00:00,We look forward to having you join us for Palm Sunday service at    am   BMBC  PalmSunday  Virtual  Church  covid  corona  physicaldistancing  socialdistancing  Memorial Baptist Church  mdW mhq D  igshid   cqbe zz  dd,1
704,2020-04-05 13:29:20+00:00,ADS for No One  timessquare  nyc  jcp  corona  covid    stayhome  billboard  newyorkcity  capitaloftheworld  greatcity  impact  Square  New York City  mdO RD cx  igshid  x hc b x m a,-1
705,2020-04-05 13:29:01+00:00,Lets Make Some Friendos   LeagueofLegends  league  garbage  ranked  nyc  covid    corona  covid  stayindoors  stayinside  socialdistancing,-1
706,2020-04-05 13:12:31+00:00, coronavirus  Corona  NYC,0
